,CPU 제조사,그래픽 제조사,메모리 용량,저장장치1 크기,저장장치2 크기,운영체제,CPU Score,GPU Score,용도,최저가,메모리 타입_DDR3L,메모리 타입_DDR4,메모리 타입_DDR5,메모리 타입_GDDR6,메모리 타입_LPDDR4,메모리 타입_LPDDR5,저장장치1_M.2,저장장치1_SSD,저장장치1_eMMC,저장장치1_mSATA,저장장치2_M.2,저장장치2_SSD,저장장치2_eMMC,저장장치2_mSATA
658,0,1,16,500.0,0.0,0,28127,27299,1,3195880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
651,1,0,16,256.0,0.0,1,19524,1644,0,1101750,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5223,0,0,16,512.0,0.0,0,19836,2580,0,585840,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5118,1,1,16,512.0,0.0,0,19804,17071,1,1146970,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5779,1,1,32,512.0,0.0,1,22978,22296,1,2832570,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1297,0,1,16,500.0,0.0,0,21959,17071,1,1310430,0,1,0,0,0,0,1,0,0,0,1,0,0,0
638,1,1,16,500.0,0.0,0,27395,17071,1,1325220,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6265,1,1,32,512.0,0.0,0,31455,20406,1,1706560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6346,1,1,128,2000.0,0.0,1,36085,22296,1,3911030,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1540,1,1,16,512.0,0.0,0,14555,16110,1,2949000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5479,0,0,8,512.0,0.0,0,13155,2009,0,689000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
826,1,0,4,128.0,0.0,0,2672,727,0,407990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5545,1,0,4,128.0,128.0,1,2367,1521,0,458360,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3276,0,0,8,256.0,0.0,0,19836,2580,0,572990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5537,1,1,16,500.0,0.0,0,34498,23611,1,2292830,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4350,0,0,8,120.0,0.0,0,4301,84,0,358560,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2360,0,1,16,512.0,0.0,0,19836,20406,1,1182880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5281,1,1,16,2000.0,0.0,1,16798,16110,1,3720990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6082,1,0,8,256.0,0.0,1,1563,326,0,369000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1943,1,1,16,1000.0,0.0,1,13429,11873,1,1750000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3058,1,1,64,1000.0,0.0,1,31337,22296,1,3498750,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4230,1,0,8,256.0,0.0,1,12309,1279,0,850380,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2862,1,0,16,512.0,0.0,1,3974,1521,0,1120000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2102,0,1,32,1000.0,0.0,0,63565,37940,1,4977410,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2549,1,0,16,256.0,0.0,0,10488,0,0,1169880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2900,1,1,16,512.0,0.0,1,17201,17071,1,1298920,0,1,0,0,0,0,1,0,0,0,1,0,0,0
606,1,1,64,3000.0,0.0,0,10488,13988,1,3349990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3087,0,0,32,250.0,0.0,0,3870,0,0,666510,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6170,1,0,32,512.0,0.0,1,20074,1746,0,1587660,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3998,1,1,8,250.0,0.0,1,10488,13988,1,2411220,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4271,1,0,8,1000.0,0.0,0,12309,1279,0,698780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4199,0,1,16,512.0,0.0,0,28127,22296,1,2348880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
632,0,1,32,1000.0,0.0,0,39306,20406,1,2078990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3223,1,0,32,1000.0,0.0,0,21950,0,0,1123990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4169,1,0,8,120.0,0.0,0,10044,0,0,829990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2727,1,0,8,256.0,0.0,1,6340,1521,0,1147860,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1517,1,0,8,64.0,256.0,1,2436,326,0,387990,0,1,0,0,0,0,0,0,1,0,0,1,0,0
560,1,0,32,256.0,0.0,0,8754,1279,0,719990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3092,1,0,2,64.0,0.0,1,2146,0,0,330000,1,0,0,0,0,0,0,0,1,0,0,0,1,0
189,1,0,4,128.0,240.0,1,2367,1521,0,487340,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1367,1,0,4,128.0,0.0,1,20274,1279,0,1116240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
380,0,1,64,2000.0,0.0,0,2897,20406,1,2020000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1887,0,0,8,240.0,0.0,0,4483,0,0,427700,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5590,1,0,16,512.0,0.0,0,8776,1279,0,595000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2209,1,0,8,512.0,0.0,1,2062,1521,0,710000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5278,1,0,32,2000.0,0.0,0,4138,727,0,787000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2235,0,0,32,256.0,0.0,0,24568,2775,0,1000090,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5702,1,0,16,480.0,0.0,0,6235,1521,0,1587750,0,1,0,0,0,0,1,0,0,0,1,0,0,0
637,1,1,16,512.0,0.0,1,24109,17071,1,2324160,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3038,0,0,8,256.0,0.0,1,13155,2009,0,625200,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5495,1,0,16,512.0,0.0,1,31337,2496,0,1634920,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4403,1,0,8,512.0,0.0,0,17078,1644,0,648880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2870,1,0,8,256.0,0.0,0,21210,2496,0,813260,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1349,1,0,8,128.0,0.0,1,16798,1279,0,987040,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5323,1,1,64,500.0,0.0,1,37465,5062,1,2385040,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1507,1,0,4,64.0,0.0,1,2436,326,0,305000,0,1,0,0,0,0,0,0,1,0,0,0,1,0
460,1,0,8,480.0,0.0,0,19524,1644,0,633500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1002,1,0,4,120.0,0.0,0,1413,326,0,246530,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5467,1,0,4,256.0,0.0,1,8754,1279,0,598720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2630,1,0,64,512.0,0.0,1,17078,1644,0,1319500,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5706,1,0,32,512.0,0.0,0,6235,1521,0,844990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1941,1,1,16,1000.0,0.0,1,9541,11873,1,1670000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
440,0,0,8,256.0,0.0,0,19836,2580,0,426000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2679,1,0,8,512.0,0.0,1,12309,1279,0,808720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3718,1,0,4,128.0,0.0,0,8754,1279,0,430600,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3244,1,0,8,512.0,0.0,1,20074,1746,0,1427800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5808,0,1,16,512.0,0.0,0,21959,20406,1,1212010,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4994,1,0,32,256.0,0.0,0,6235,1521,0,689880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2747,0,1,16,512.0,0.0,0,21959,17071,1,1628990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4432,0,0,32,2000.0,0.0,0,15608,1792,0,836990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5734,1,0,16,512.0,0.0,1,19524,1644,0,1098720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4114,1,1,32,1000.0,0.0,1,31337,22296,1,2983300,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5820,1,0,4,512.0,0.0,1,1340,727,0,870080,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4366,1,0,4,1000.0,0.0,0,31337,2496,0,1028000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6194,1,1,32,1000.0,0.0,1,19804,17071,1,1619000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3266,1,0,8,512.0,0.0,0,12309,1279,0,618990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2430,1,0,8,256.0,0.0,1,4286,727,0,557370,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4806,0,0,32,256.0,0.0,0,4483,0,0,512000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1660,1,1,16,500.0,0.0,0,17078,17071,1,1220180,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3052,1,0,4,64.0,0.0,1,2146,0,0,279000,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6458,1,0,16,512.0,0.0,1,14328,1644,0,705000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2103,1,0,8,512.0,0.0,1,31337,2496,0,1109000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2061,1,1,8,256.0,0.0,0,12988,10066,1,1800000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2156,1,0,8,512.0,0.0,1,10044,0,0,1140000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
462,1,0,8,256.0,0.0,1,19524,1644,0,798830,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1738,1,0,16,256.0,0.0,0,2451,727,0,445500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3577,1,0,24,256.0,0.0,1,3974,1521,0,1374100,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5331,1,0,4,256.0,0.0,0,8754,1279,0,469000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2515,0,0,8,512.0,0.0,1,14602,0,0,919000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5159,1,1,16,512.0,0.0,0,31455,22296,1,1879000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5173,1,1,8,512.0,0.0,0,17576,12770,1,998990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2106,1,0,8,256.0,0.0,0,17421,2496,0,798720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1120,1,0,8,128.0,0.0,1,4286,727,0,539590,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2560,1,0,8,128.0,0.0,0,1141,923,0,559990,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1616,1,1,16,500.0,0.0,0,31455,23611,1,2142020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1608,1,0,4,32.0,0.0,0,5260,1279,0,475200,0,1,0,0,0,0,1,0,0,0,1,0,0,0
951,1,0,8,250.0,0.0,0,2672,727,0,319000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5253,1,0,16,500.0,128.0,1,8754,1279,0,727690,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2305,1,0,8,256.0,0.0,1,31337,2496,0,1310000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1076,1,0,16,256.0,128.0,1,12309,1279,0,790390,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3422,1,1,16,512.0,0.0,0,17078,17071,1,1249000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4747,1,1,16,1000.0,0.0,1,36085,22296,1,2620220,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2345,1,0,8,512.0,0.0,1,3974,1521,0,818890,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1766,1,0,8,500.0,0.0,0,5565,1279,0,532000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
800,1,0,32,1000.0,0.0,0,16798,1279,0,980220,0,1,0,0,0,0,1,0,0,0,1,0,0,0
879,1,0,4,120.0,0.0,0,1695,326,0,293460,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2228,0,0,32,1000.0,0.0,0,24568,2775,0,1009190,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1190,0,1,16,500.0,0.0,0,28127,20406,1,1908010,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1686,1,0,4,240.0,0.0,0,5260,1279,0,485090,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5411,0,0,8,256.0,0.0,0,18602,2356,0,774240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5436,1,0,8,512.0,0.0,0,20074,1746,0,1098990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4930,1,0,16,256.0,0.0,0,36085,2496,0,1305560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
639,0,1,16,500.0,0.0,0,2818,17071,1,1193510,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2087,1,0,8,500.0,0.0,1,17078,1644,0,779000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1216,0,0,16,500.0,0.0,0,2818,17488,1,1287280,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3403,1,0,8,256.0,0.0,1,19524,1644,0,819000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4987,1,0,16,256.0,0.0,0,6235,1521,0,599880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3849,1,0,16,512.0,0.0,0,17078,1644,0,679000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1200,1,0,8,500.0,128.0,1,17576,1746,0,819840,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2392,0,0,16,512.0,0.0,1,23813,5969,0,1748440,0,0,0,0,0,1,1,0,0,0,1,0,0,0
5229,0,0,16,256.0,0.0,0,19836,2580,0,670100,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2864,1,1,8,120.0,0.0,0,19804,820,0,500600,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2514,1,1,64,1000.0,0.0,0,17576,12770,1,1448990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5846,1,0,8,256.0,0.0,0,17078,1644,0,684000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1251,1,0,4,128.0,0.0,1,2367,1521,0,416500,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5810,0,1,48,3000.0,0.0,1,28127,25205,1,3495070,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2147,1,1,16,256.0,0.0,1,19524,2522,0,1397990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6166,1,0,16,1000.0,0.0,1,20074,1746,0,1494220,0,1,0,0,0,0,1,0,0,0,1,0,0,0
711,1,0,8,128.0,0.0,1,20074,1746,0,1063040,0,1,0,0,0,0,1,0,0,0,1,0,0,0
967,0,1,16,500.0,0.0,0,28127,20406,1,1550470,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2030,1,0,8,250.0,0.0,1,12950,1279,0,649000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3028,1,0,16,256.0,0.0,1,10044,0,0,1311610,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4072,1,0,8,1000.0,0.0,1,6340,1521,0,1346800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1212,1,0,32,2000.0,128.0,1,17576,1746,0,1214090,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1778,1,0,8,512.0,0.0,0,16803,1279,0,980390,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2772,1,0,16,500.0,0.0,0,4081,1521,0,488104,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2155,1,0,8,256.0,0.0,1,10044,0,0,1060000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3109,1,0,4,512.0,0.0,1,4138,727,0,891000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1268,1,0,8,128.0,512.0,1,2367,1521,0,558990,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2048,1,1,8,256.0,0.0,1,9472,16570,1,1530000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
483,1,1,16,500.0,0.0,0,19804,20406,1,1359000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3435,1,0,8,512.0,0.0,1,10044,0,0,1183000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4395,1,1,16,512.0,0.0,1,20274,19543,1,4990000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5239,0,0,64,4000.0,0.0,0,24568,2775,0,1477150,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1576,0,1,16,250.0,0.0,0,21959,11873,1,955550,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3702,1,0,16,1000.0,0.0,0,20287,2496,0,1148120,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2034,1,1,16,500.0,0.0,0,19172,7820,1,1520000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3054,1,1,16,512.0,0.0,1,27395,17071,1,2840310,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1089,1,1,16,500.0,0.0,0,19804,12707,1,1156020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5070,1,1,8,256.0,0.0,1,16798,13988,1,2630990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6205,1,1,64,2000.0,0.0,1,31337,12707,1,2849990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5258,1,0,4,128.0,128.0,1,8754,1279,0,614640,0,1,0,0,0,0,0,1,0,0,1,0,0,0
956,1,0,4,128.0,0.0,1,2367,1521,0,417450,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6180,1,0,8,1000.0,0.0,1,31337,2496,0,1457710,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4448,1,0,16,256.0,0.0,0,16798,1279,0,669000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
529,1,0,8,128.0,0.0,0,22600,1521,0,1378880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3305,1,0,32,1000.0,0.0,0,31337,2496,0,1458960,0,1,0,0,0,0,1,0,0,0,1,0,0,0
450,1,1,32,1000.0,0.0,1,34667,20406,1,2420120,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3636,0,0,8,128.0,0.0,0,24568,2775,0,667000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4157,1,0,8,64.0,240.0,1,2654,368,0,398990,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1221,0,0,8,256.0,0.0,0,10888,2181,0,450570,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3130,1,0,4,240.0,128.0,1,1695,326,0,431750,0,1,0,0,0,0,0,1,0,0,1,0,0,0
103,0,1,16,512.0,0.0,0,21959,17071,1,989780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4025,1,0,4,64.0,250.0,1,1695,326,0,423680,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3279,0,0,16,1000.0,0.0,0,19836,2580,0,688990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2664,0,1,8,512.0,0.0,0,19836,17071,1,1197650,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2062,1,0,8,256.0,0.0,1,12988,1279,0,1260000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3219,1,0,16,500.0,0.0,0,21950,0,0,933450,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3654,1,0,8,256.0,0.0,0,3453,368,0,589000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1458,1,0,2,64.0,0.0,1,2825,0,0,389480,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4080,1,0,24,256.0,0.0,1,6340,1521,0,1355900,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5635,1,0,64,240.0,1000.0,0,11085,0,0,1283990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3205,1,0,8,512.0,0.0,1,2373,1521,0,843000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5152,1,0,8,512.0,0.0,0,2672,727,0,424000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1362,0,0,16,500.0,0.0,0,24568,2775,0,800560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5417,1,0,16,256.0,0.0,0,4394,1101,0,456990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1741,1,0,16,500.0,0.0,0,17078,14491,1,1066380,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3626,1,0,16,500.0,0.0,0,46465,19225,1,2198730,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5462,0,0,64,1000.0,0.0,0,16323,2370,0,906290,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2653,1,0,8,256.0,0.0,1,19524,1644,0,899000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6367,1,0,8,256.0,0.0,0,13355,1279,0,669000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5728,1,0,8,1000.0,0.0,1,9108,1279,0,739000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4929,1,0,8,128.0,0.0,0,36085,2496,0,1263990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3450,1,0,8,512.0,0.0,1,19524,1644,0,1032880,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2320,1,0,64,256.0,0.0,1,31337,2496,0,1868990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2400,0,1,16,512.0,0.0,1,19836,20406,1,1369990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2749,1,0,8,256.0,0.0,0,8776,1279,0,610000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
218,1,0,16,512.0,0.0,0,6235,1521,0,700490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5689,1,1,16,1000.0,0.0,1,14345,5062,1,1424990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
806,1,0,16,256.0,0.0,0,16798,1279,0,831850,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4343,0,1,32,512.0,0.0,1,19836,20406,1,1990000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1350,1,0,8,128.0,0.0,1,16798,1279,0,997490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
925,1,1,16,500.0,0.0,0,31455,22296,1,1905690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
777,0,1,16,250.0,0.0,0,2818,12770,1,845830,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3694,1,0,8,1000.0,0.0,0,20287,2496,0,1065310,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3950,1,0,16,960.0,0.0,1,8776,1279,0,712000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6183,1,0,8,256.0,0.0,1,19524,1644,0,996720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3699,1,0,16,256.0,0.0,0,20287,2496,0,1094660,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5250,1,0,16,1000.0,128.0,1,8754,1279,0,803690,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1369,1,0,8,240.0,128.0,1,20274,1279,0,1127640,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5759,1,0,8,250.0,0.0,0,14328,1644,0,498030,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3398,1,1,16,256.0,0.0,1,17078,7820,1,1522240,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4324,1,1,16,512.0,1000.0,1,19524,20406,1,1680000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
544,1,1,16,512.0,0.0,1,19524,17071,1,1333990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3524,1,0,4,64.0,128.0,1,2146,0,0,369990,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1867,1,0,16,256.0,0.0,0,2451,727,0,520600,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5751,1,0,16,256.0,0.0,1,19524,1644,0,752000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1495,0,0,8,256.0,0.0,0,16323,2370,0,498020,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2554,1,0,32,1000.0,0.0,0,10488,0,0,1334000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
541,0,1,32,1000.0,0.0,0,28127,22296,1,1705340,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5091,1,0,16,512.0,0.0,0,8754,1279,0,857440,0,1,0,0,0,0,1,0,0,0,1,0,0,0
249,1,0,8,1000.0,0.0,1,20074,1746,0,1029010,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2654,1,0,16,256.0,0.0,1,19524,1644,0,969000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
73,1,0,8,256.0,0.0,0,12309,1279,0,563990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5244,1,0,4,256.0,0.0,1,3728,727,0,772590,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3550,0,1,8,512.0,0.0,0,19836,12770,1,1048990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3264,1,0,8,480.0,0.0,1,2816,727,0,422000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6365,1,0,16,512.0,0.0,1,6749,1101,0,906720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
878,1,0,8,500.0,0.0,0,19524,1644,0,639040,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4527,1,1,32,512.0,0.0,0,19804,20406,1,1549000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3356,0,1,16,512.0,0.0,1,19836,17071,1,1358720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3477,1,0,32,1000.0,0.0,1,4286,727,0,780000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4803,0,0,16,256.0,0.0,0,4483,0,0,442990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2042,1,1,8,256.0,0.0,0,13429,11873,1,1790000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5166,1,1,32,1000.0,0.0,0,17576,12770,1,1238990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2682,1,0,16,512.0,0.0,1,12309,1279,0,878720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3546,1,0,16,256.0,0.0,1,19524,1644,0,845270,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5681,1,1,8,250.0,0.0,1,14345,5062,1,1094670,0,1,0,0,0,0,0,1,0,0,0,1,0,0
642,1,0,4,120.0,0.0,0,2367,1521,0,361131,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3327,0,0,8,256.0,0.0,0,13011,1998,0,619990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1788,1,0,8,240.0,0.0,0,10356,1279,0,649800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5046,1,1,16,256.0,0.0,0,19804,20406,1,1099900,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1856,1,0,16,256.0,0.0,0,3728,727,0,522500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1638,0,1,16,500.0,0.0,0,28127,17071,1,1952820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4334,1,0,4,256.0,0.0,1,31337,2496,0,1058000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2473,1,0,8,500.0,0.0,1,19524,1644,0,1174720,0,1,0,0,0,0,0,1,0,0,0,1,0,0
